"site","date","fragmentation_level","centroid","ID","w","l","h","c","SA_cm","SA_ratio","ratio_c:l","Acropora","Astreopora","Montipora","Leptoseris","Pavona","Danafungia","Herpolitha","Lithophyllon","Astrea","Cyphastrea","Leptastrea","Acanthastrea","Lobophyllia","Pocillopora","Porites","Psammocora","Millepora","Plesiastrea"
"Hilton","23","low","65","66.1",26,34,26,91,2143.151885,23.55111961,2.676470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","66.2",33,37,28,97,2728.413663,28.1279759,2.621621622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","74",317,424,107,1065,157073.7085,147.4870502,2.511792453,2,0,11,0,10,0,0,0,0,0,0,0,0,3,42,13,0,0
"Hilton","23","low","65","74.1",30,34,30,94,2601.545726,27.67601836,2.764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","74.2",26,37,25,94,2199.117133,23.39486312,2.540540541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Hilton","23","low","65","61",87,91,69,253,17198.87372,67.97973804,2.78021978,1,0,0,0,2,0,0,0,0,0,0,0,0,1,30,0,0,0
"Hilton","23","low","65","52",332,493,165,1270,230381.5376,181.4027855,2.576064909,9,0,10,0,13,0,0,2,0,0,0,0,0,12,83,15,0,0
"Hilton","23","low","65","46",237,263,122,685,96570.77285,140.9792304,2.604562738,1,0,6,0,3,0,0,0,1,1,0,0,0,4,102,0,0,0
"Hilton","23","low","65","90",204,269,82,701,70175.18063,100.1072477,2.605947955,1,0,3,0,5,0,0,6,3,2,1,0,0,8,8,2,0,0
"Hilton","23","low","65","90.1",107,115,78,307,24756.19928,80.63908561,2.669565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","128",100,110,61,314,19212.33012,61.18576471,2.854545455,1,0,2,0,5,0,0,0,0,0,0,0,0,1,11,2,0,0
"Hilton","23","low","65","128.1",45,63,49,149,7223.651321,48.48088135,2.365079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","71.1",35,44,24,100,2807.578806,28.07578806,2.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","71.2",167,193,72,507,44209.57068,87.19836426,2.626943005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","low","65","134",150,205,111,521,57899.33437,111.13116,2.541463415,0,0,7,0,0,0,0,0,1,1,0,0,0,11,46,6,0,0
"Hilton","23","low","65","160",53,78,34,187,6883.598511,36.81068722,2.397435897,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hilton","23","low","65","131",54,70,41,164,7370.717282,44.94339806,2.342857143,0,0,10,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"Hilton","23","low","65","143",64,97,34,259,9063.946235,34.99593141,2.670103093,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,0,0
"Hilton","23","low","65","143.1",36,27,26,87,2269.618108,26.08756446,3.222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","high","68","68",144,380,120,852,98767.3874,115.9241636,2.242105263,2,0,16,0,16,0,0,0,5,2,1,0,0,13,14,26,0,0
"Hilton","23","high","68","60",34,63,34,112,4724.884254,42.18646656,1.777777778,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0
"Hilton","23","high","68","58",35,55,44,124,5360.6051,43.23068629,2.254545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Hilton","23","high","68","58.1",79,85,53,214,12674.20777,59.22526996,2.517647059,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Hilton","23","high","68","72.1",46,52,31,133,4453.442029,33.48452653,2.557692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","high","68","72",75,83,44,222,10553.70036,47.53919081,2.674698795,0,0,6,0,0,0,0,0,1,1,0,0,0,1,7,1,0,0
"Hilton","23","high","68","57",78,87,41,214,10643.83751,49.73755847,2.459770115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","high","68","56",171,208,103,511,59657.09095,116.7457749,2.456730769,4,0,2,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0
"Hilton","23","high","68","51",51,27,42,287,4410.301424,15.36690392,10.62962963,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0
"Hilton","23","high","68","53",54,62,33,48,5774.317188,120.2982747,0.774193548,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hilton","23","high","68","49",70,90,58,226,13181.13281,58.32359649,2.511111111,0,0,3,0,0,1,0,0,1,1,0,0,0,3,11,3,0,0
"Hilton","23","high","68","45",159,163,98,492,46731.6128,94.98295285,3.018404908,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0
"Hilton","23","high","68","45.1",46,49,44,126,5672.622519,45.02081365,2.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","high","68","55",89,96,63,305,16782.15532,55.02346006,3.177083333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0
"Hilton","23","high","68","54",155,158,102,437,46457.9675,106.3111384,2.765822785,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hilton","23","high","68","47",43,73,40,153,6666.203142,43.56995517,2.095890411,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0
"MRB1/center","23","low","33","33",290,274,122,973,113842.9719,117.0020267,3.551094891,14,0,71,0,25,0,1,0,11,0,3,0,0,52,144,23,0,0
"MRB1/center","23","low","33","38",106,110,64,290,20621.33936,71.10806676,2.636363636,16,0,4,0,1,0,0,0,0,0,0,0,0,15,5,13,0,0
"MRB1/center","23","low","33","83",179,218,105,512,64232.38245,125.453872,2.348623853,13,0,8,0,6,0,0,1,2,0,0,0,0,26,32,12,0,0
"MRB1/center","23","low","33","162",93,102,62,258,17700.72746,68.60747079,2.529411765,3,0,4,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0
"MRB1/center","23","low","33","135",144,164,89,460,41167.68554,89.49496858,2.804878049,17,1,26,0,11,0,0,0,11,0,2,5,0,37,63,10,0,0
"MRB1/center","23","low","33","146",62,101,53,235,12568.75477,53.48406285,2.326732673,0,0,6,0,2,0,0,0,0,0,0,0,0,2,9,1,0,0
"MRB1/center","23","low","33","157",179,204,110,576,63380.31196,110.0352638,2.823529412,17,1,21,0,11,0,0,0,3,0,1,0,0,34,90,6,0,0
"MRB1/center","23","low","33","44",62,65,58,178,10018.06905,56.28128681,2.738461538,0,0,8,0,3,0,0,0,3,1,2,0,0,4,7,0,0,0
"MRB1/center","23","low","33","63",104,130,81,335,27191.47933,81.16859502,2.576923077,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0
"MRB1/center","23","low","33","40",274,265,78,899,83892.49404,93.31756845,3.39245283,19,0,50,0,27,0,0,0,9,0,1,0,1,40,30,26,0,0
"MRB1/center","23","low","33","37",97,115,71,281,21757.98072,77.43053637,2.443478261,1,0,7,0,0,0,0,0,3,0,0,0,0,1,5,3,0,0
"MRB1/center","23","low","33","78",141,221,99,529,54484.38516,102.995057,2.393665158,5,0,15,0,21,0,0,1,4,0,1,0,0,10,40,26,0,0
"MRB1/center","23","low","33","159",74,119,59,282,16808.8117,59.60571525,2.369747899,1,0,5,0,1,0,0,0,0,0,0,0,0,8,0,5,0,0
"MRB1/center","23","low","33","10",110,135,76,381,27426.05697,71.9844015,2.822222222,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,3,0,0
"MRB1/center","23","low","33","31",161,440,154,1361,141225.9987,103.7663473,3.093181818,27,0,18,0,19,0,0,0,8,0,1,1,0,31,71,27,10,0
"MRB1/center","23","low","33","95",223,460,107,1110,133914.2236,120.6434447,0,17,2,19,0,11,0,0,0,10,0,2,2,0,24,43,24,0,0
"MRB1/center","23","low","33","95.1",84,111,66,289,18557.85525,64.21403201,0,5,0,4,0,12,0,0,0,3,0,0,3,0,10,14,2,0,0
"MRB1/center","23","low","33","144",528,786,132,2429,423780.7851,174.467182,3.090330789,25,0,64,0,24,1,0,0,14,0,2,3,0,81,150,29,5,0
"MRB1/center","23","low","33","115",120,136,97,351,34937.10377,99.53590817,2.580882353,3,0,21,0,4,0,0,1,0,0,0,0,0,6,13,15,0,0
"MRB1/center","23","high","22","22",167,316,93,723,76118.12031,105.280941,2.287974684,15,0,9,0,12,0,0,0,3,0,0,0,0,24,36,27,0,0
"MRB1/center","23","high","22","89",66,91,63,122,13778.33582,112.9371788,1.340659341,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,6,0,0
"MRB1/center","23","high","22","41",143,144,104,432,42383.18994,98.10923597,3,3,0,5,0,4,0,0,0,0,0,0,0,0,6,57,3,0,0
"MRB1/center","23","high","22","118",59,66,26,181,5457.986326,30.15462059,2.742424242,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
"MRB1/center","23","high","22","76",68,78,29,216,7243.170355,33.53319609,2.769230769,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
"MRB1/center","23","high","22","73",63,64,33,179,6500.687349,36.3166891,2.796875,3,0,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
"MRB1/center","23","high","22","62",154,259,71,649,52506.41869,80.9035727,2.505791506,18,0,14,0,9,0,0,0,2,0,1,0,0,16,21,18,0,0
